Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_34	11.1840886161955	0.158537338631637	0.605324383866252	48569	43134	5432	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_36	8.95946233760087	0.127789478666256	0.220081879925219	42257	38471	3786	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_40	5.35937409892159	0.0422906134061245	0.121104938390265	52021	49231	2788	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_10	39.4355724545839	0.223067173637516	1.34854245880862	59175	35837	23336	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_12	38.3150709538351	0.0862223818932998	1.15502065744566	55670	34338	21330	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_14	52.7952131328459	0.15346944406125	1.6571251207063	57992	27372	30617	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_16	52.5102237931814	0.0719261831857134	1.9543371488461	48661	23108	25552	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_18	51.66299828809	0.0764245536806065	1.36647101980924	65424	31623	33800	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_10	38.919255764266	0.199412445473159	1.18579186326004	56165	34306	21859	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_12	38.3364758029837	0.305977308061262	1.14452052528861	60462	37282	23179	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_14	47.5227890079491	0.108320695918809	1.33484426816871	60007	31490	28517	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_16	50.0249686205175	0.0647834478290797	1.2983682669078	74093	37025	37065	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_18	50.7283175197113	0.102454452314134	1.42248355531798	67347	33182	34164	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_10	33.7398561416451	0.262818148284766	1.15501659904094	43376	28741	14635	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_12	35.1692710386477	0.0756870969267885	1.10850060707359	63419	41114	22304	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_14	46.1282423147334	0.16404745488695	1.43838710444355	42061	22659	19402	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_16	51.1569098495385	0.012643823492224	1.47174105449488	39545	19315	20230	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_18	52.890621634429	0.073234825313402	1.69517080946022	46426	21870	24555	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_10	39.0222450251035	0.0329827390332393	1.13423974786528	54574	33278	21296	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_12	40.4872121282259	0.289318365929869	1.29035991204722	51846	30854	20991	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_14	50.5427997037351	0.167178076394032	1.39456142207174	47255	23370	23884	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_16	54.6941601575178	0.0367830019256983	1.47781119501482	46217	20938	25278	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_18	46.8251057483068	0.100246949803174	1.35211129856476	40899	21747	19151	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_10	40.190539276808	0.0681889027431422	1.4475529925187	51328	30699	20629	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_12	41.1138801603641	0.108354101202731	2.09556831726081	46145	27172	18972	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_14	46.8721751803273	0.0608777464165145	2.02187909310606	54207	28799	25408	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_16	54.2744011943657	0.142804595711535	2.03388363589155	46217	21132	25084	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_18	49.6023527462513	0.0559191450584044	1.50153259879049	48284	24333	23950	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_10	42.2237076648841	0.311942959001783	1.4057689191379	49368	28522	20845	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_12	40.0582824518278	0.116961382919673	1.26278645626834	50444	30237	20207	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_14	51.4756911344137	0.0800762631077216	1.6835081029552	52450	25450	26999	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_16	50.5129482071713	0.166002656042497	1.4558432934927	60240	29809	30429	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_18	48.3403961224378	0.152774493934489	1.44953894840223	54983	28401	26579	CRISPRessoBatch_on_OrthoTS2_RNF2_v1
REP1_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.134141990724224	0.0556546557260078	0.0399571887263646	70075	69979	94	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0.0393660356690515	0.0650395371923459	0.00342313353643926	58426	58401	23	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0.167771987999368	0.0473709142586452	0.00592136428233065	50664	50579	85	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	0.437717615291693	0.0298443828607973	0.0184750941519221	70365	70056	308	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0	0.0100313839010619	0	69781	69781	0	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0.022386054980151	0.0328328806375548	0.0014924036653434	67006	66989	15	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.0788598302362927	0.0157719660472585	0.00143381509520532	69744	69689	55	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.10676453415631	0.0200183501543081	0.00500458753857703	59945	59880	64	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.0667930318620814	0.0306886903150104	0.0036104341547071	55395	55358	37	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.0127333789612746	0.0541168605854171	0	62827	62818	8	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.00681245316438449	0.495605967708972	0.00681245316438449	58716	58711	4	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0.00802906521608222	0.0461671249924728	0.00802906521608222	49819	49812	4	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0.0927235216393519	0.0394074966967245	0	43139	43099	40	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	0.00326274919246957	0.0277333681359914	0.00326274919246957	61298	61293	2	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0	0.241185253244516	0	52242	52240	0	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0	0.0219452247191011	0	45568	45568	0	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.00170015981502261	0.0357033561154749	0	58818	58815	1	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.152679195023308	0.0162424675556711	0.0649698702226842	61567	61473	94	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.105355261513187	0.0124997767897002	0.00714272959411439	56001	55941	59	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP2_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.171532780817218	0.0162504739721575	0.0108336493147717	55383	55286	95	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14	0.00753068755177348	0.0225920626553204	0.00753068755177348	13279	13277	1	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16	0	0.0101874490627547	0	19632	19632	0	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0.025679709819279	0.0320996372740988	0.00320996372740988	31153	31144	8	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	0.00322019707606105	0.0193211824563663	0	31054	31052	1	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0.170575692963753	0.00533049040511727	0.00533049040511727	37520	37454	64	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0.0707066505843697	0.0166368589610282	0.00415921474025704	24043	24023	17	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.00387101769055085	0.0116130530716525	0	25833	25831	1	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.0257025359835504	0.0128512679917752	0	23344	23337	6	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.0100284138392111	0.0200568276784222	0.00668560922614073	29915	29912	3	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.0802340947706249	0.0141589579006985	0	21188	21171	17	CRISPRessoBatch_on_OrthoTS2cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	1.57580271153163	0.0118481406882077	0.0287740559570759	59081	58150	931	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	1.5951954845815	0.127340308370044	0.0481828193832599	58112	57180	927	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	2.13544452765593	0.0641917192682144	0.0470739274633572	46735	45737	998	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	2.70804634956649	0.149096507576371	0.027550441617373	61705	60034	1671	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	1.5637561675363	0.0788183552185633	0.113498431514731	63437	62444	992	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	0.366498623697152	0.0123712615593975	0.00618563077969876	64666	64429	237	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0.303497446767511	0.00963483957992099	0.003211613193307	62274	62085	189	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	0.500905250452625	0.0226312613156307	0.0271575135787568	66280	65948	332	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	0.4195781625704	0.00484128649119693	0.0145238594735908	61967	61706	260	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	0.526113794096012	0.0127930405859213	0.00799565036620079	62534	62205	329	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	0.317754762027447	0.0206111196990777	0.00343518661651294	58221	58036	185	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	5.3191678678839	0.0142366486928977	0.0836403110707739	56193	53197	2989	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	12.2744911158009	0.00907708716272948	0.533278870810357	44067	38658	5409	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	6.43336063833015	0.0136524984072085	0.0925336003155244	65922	61680	4241	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	8.99116177333594	0.0142265217932531	0.147600163605001	56233	51176	5056	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	0.408904449611998	0.0091448279465942	0.0026128079847412	76546	76233	313	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0.67160371243777	0.0110325045164315	0.00551625225821577	72513	72026	487	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	3.40090046569148	0.0135263086703639	0.0463759154412475	51751	49990	1760	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	11.6942943831866	0.0055502109080145	0.173906608451121	54052	47731	6321	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	1.56581007644837	0.0122808633446931	0.0322372662798195	65142	64121	1020	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	0.600690794413576	0.00500575662011313	0.0100115132402263	19977	19856	120	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	2.22020500018911	0.0189114565603843	0.0378229131207686	26439	25852	587	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	2.83876583808879	0.0193442305832286	0.03385240352065	20678	20091	587	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	2.12950600801068	0.00667556742323097	0.180240320427236	29960	29322	638	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	1.21177463714838	0.0163385344334613	0.0272308907224355	36723	36278	445	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	1.76883196096371	0.00871345793578181	0.0261403738073454	22953	22547	406	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0.198284234380058	0.00809323405632891	0.00809323405632891	24712	24662	49	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	2.25469728601253	0.00835073068893528	0.0501043841336117	11975	11705	270	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	0.806219406852865	0.0287935502447452	0.0287935502447452	3473	3445	28	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	0.731839537405132	0.00903505601734731	0.117455728225515	11068	10987	81	CRISPRessoBatch_on_OrthoTS2cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	1.11527940601798	0.0476748729972646	0.0492379835873388	127950	126522	1427	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	2.1759097448569	0.0227588617317868	0.095912345869673	123029	120352	2677	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	4.69161327547451	0.0649108677621377	0.205551081246769	83191	79287	3903	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	4.27895711389783	0.0719594920712926	0.195694716242661	113953	109044	4876	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	3.64027859830229	0.0404216286807002	0.145362395447903	128644	123961	4683	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	1.25322891280338	0.136915030532052	0.0565915459532481	109557	108184	1373	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	1.07898144151921	0.040281973816717	0.0652184337984942	104265	103140	1125	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	2.48409721089545	0.225085630402871	0.321317892676562	61310	59696	1523	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	3.07039020043828	0.0208706261990576	0.119604742448446	124577	120752	3825	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	2.02679667257603	0.0451725078412655	0.0792649665893904	117328	114950	2378	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	0.936831906733179	0.0128113765023341	0.0392348405383981	124889	123718	1170	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	1.85659915131896	0.0166236493284921	0.0892427490266416	114295	112172	2122	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	4.78035446012041	0.0937545888917756	0.187509177783551	88529	84296	4232	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	4.5547240231632	0.0182766117085746	0.178918409357625	103958	99205	4735	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	2.82844329068067	0.0193728992512374	0.109456880769492	103237	100316	2920	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	1.24317613646026	0.0263600959167361	0.0637744256050067	117602	116140	1462	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	1.4412003631672	0.0248482821235724	0.0353610168681607	104635	103125	1508	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	2.75289571720421	0.0231102729785444	0.105382844782163	108177	105199	2978	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	2.6796412621183	0.0236011764278712	0.0980356559311572	110164	107211	2952	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	2.07471998797264	0.0789295647598286	0.0779899270841164	106424	104215	2208	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	0.810883423295801	0.0146545196981169	0.0464059790440368	40943	40611	332	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	1.67935950009764	0.0325457267460782	0.07485517151598	30726	30210	516	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	3.30553625202687	0.0324299281908733	0.115821172110262	43170	41743	1427	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	3.31290693220988	0.0191497510532363	0.12638835695136	26110	25245	865	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	2.92625169147497	0.016914749661705	0.107126747857465	17736	17217	519	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	0.715809433515051	0.0284427589476179	0.0568855178952358	21095	20943	151	CRISPRessoBatch_on_OrthoTS2cells_RNF2endogenousSeq_RNF2_v1
